,Quarter end,Shares,Shares split adjusted,Split factor,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Non-controlling interest,Preferred equity,Goodwill & intangibles,Long-term debt,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Dividend per share,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Capital expenditures,Price,Price high,Price low,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Dividend payout ratio,Long-term debt to equity ratio,Equity to assets ratio,Net margin,Asset turnover,Free cash flow per share,Current ratio,ticker
67,2002-06-30,266841350,266841350,1,13055922000,1037633000,6793261000,1196696000,6262661000,0,0,8799345000,4499039000,1624296000,303923000,303923000,1.14,1.13,0.23,435275000,-68964000,-400469000,-31521000,78709000,66810000,75.69,79.87,71.5,0.1656,0.0749,23.47,3.4,22.46,6.54,0.2523,0.7184,0.4797,0.1543,0.49,1.38,0.8671,TGNA
68,2002-03-31,266617545,266617545,1,12894048000,1036287000,6961180000,957730000,5932868000,0,0,8651339000,4849563000,1524608000,243563000,243563000,0.92,0.91,0.23,260012000,-27189000,-262196000,-30399000,110230000,57755000,71.44,77.85,65.03,0.1598,0.0698,22.25,3.32,22.9,6.31,0.2686,0.8174,0.4601,0.143,0.49,0.76,1.082,TGNA
69,2001-12-30,266457262,266457262,1,13096101000,1178198000,7360179000,1127737000,5735922000,0,0,8684359000,5080025000,1624137000,248362000,248362000,0.94,0.92,0.23,197387000,-161138000,-22888000,11998000,140629000,109088000,64.82,71.1,58.55,0.1528,0.0647,21.53,3.11,19.29,6.08,0.2871,0.8857,0.43799999999999994,0.131,0.49,0.33,1.0447,TGNA
70,2001-09-30,264851808,264851808,1,12785352000,1116874000,7270570000,1184616000,5514782000,0,0,8703088000,5071180000,1517928000,174828000,174828000,0.66,0.66,0.23,440370000,-65692000,-400622000,-22027000,128631000,69048000,62.33,69.11,55.55,0.1662,0.0685,20.82,3.09,17.86,5.85,0.2684,0.9196,0.4313,0.1353,0.51,1.4,0.9428,TGNA
71,2001-07-01,264772128,264772128,1,12794186000,1185095000,7447593000,1093615000,5346593000,0,0,9118214000,5417192000,1627232000,233462000,233462000,0.88,0.88,0.22,374034000,-203111000,-164722000,5740000,150658000,82367000,64.48,69.38,59.58,0.1785,0.0711,20.19,3.3,17.86,5.62,0.2553,1.0132,0.4179,0.1387,0.51,1.1,1.0836,TGNA
72,2001-04-01,264552317,264552317,1,12711760000,1154339000,7549649000,1080682000,5162111000,0,0,9094721000,5530826000,1574948000,174545000,174545000,0.66,0.66,0.22,307206000,-84937000,-266291000,-48278000,144918000,64076000,62.12,67.74,56.5,0.1908,0.0796,19.51,3.22,9.72,5.4,0.2435,1.0714,0.4061,0.1467,0.54,0.92,1.0682,TGNA
73,2000-12-31,264543040,264543040,1,12980411000,1302336000,7877001000,1174001000,5103410000,0,0,9216676000,5747856000,1768386000,294898000,294898000,1.16,1.16,0.22,418190000,-182766000,-211293000,21683000,193196000,137282000,55.88,63.06,48.69,0.3553,0.1604,19.29,3.06,8.93,5.18,0.1324,1.1263,0.3932,0.2763,0.58,1.06,1.1093,TGNA
74,2000-09-24,263692168,263692168,1,12765115000,1257498000,7953844000,1124979000,4811271000,0,0,9129332000,5911927000,1599289000,208263000,208263000,0.79,0.79,0.22,353579000,-3804174000,3302092000,-146142000,171513000,91092000,54.66,60.06,49.25,0.3641,0.1767,18.25,3.07,8.8,4.96,0.1315,1.2288,0.3769,0.2982,0.59,1,1.1178,TGNA
75,2000-06-25,263633808,263633808,1,8924168000,1283689000,4224738000,989234000,4699430000,0,0,5611373000,2350107000,1490200000,265762000,265762000,1.01,1,0.21,-689194000,-561778000,1176102000,-75673000,317655000,77982000,65.69,72.13,59.25,0.3712,0.1959,17.83,3.69,10.61,4.74,0.1319,0.5001,0.5266,0.311,0.63,-2.91,1.2977,TGNA
76,2000-03-26,266499524,266499524,1,8206161000,1282323000,3466757000,1893379000,4739404000,0,0,5039057000,650492000,1364443000,950154000,950154000,3.47,3.44,0.21,419752000,2569755000,-2642148000,347168000,393328000,44224000,72.5,83.25,61.75,0.381,0.2086,17.78,4.23,21.39,4.53,0.1314,0.1373,0.5775,0.3216,0.65,1.41,0.6773,TGNA
77,1999-12-26,270000105,270000105,1,9006446000,1075222000,4376800000,883778000,4629646000,0,0,5707372000,2463250000,1310551000,294586000,294586000,1.05,1.03,0.21,243752000,76281000,-328115000,-8216000,46160000,92317000,74.06,79.31,68.81,0.2186,0.1205,17.15,4.65,22.72,4.32,0.237,0.5321,0.514,0.1821,0.66,0.56,1.2166,TGNA
78,1999-09-26,278771355,278771355,1,8935297000,982196000,4492695000,916663000,4442602000,0,0,5763131000,2496911000,1358229000,207479000,207479000,0.74,0.74,0.21,336547000,-1705895000,1341687000,-27661000,54376000,62446000,71.88,76.94,66.81,0.2183,0.1238,15.94,4.63,22.89,4.11,0.2456,0.562,0.4972,0.1725,0.72,0.98,1.0715,TGNA
79,1999-06-27,279719243,279719243,1,7003988000,885733000,2660547000,706586000,4343441000,0,0,4070342000,957152000,1343345000,276970000,276970000,0.99,0.98,0.2,185325000,-52827000,-87899000,44599000,81835000,62762000,68.63,75.44,61.81,0.2179,0.128,15.53,4.66,23.34,3.9,0.2517,0.2204,0.6201,0.1709,0.75,0.44,1.2535,TGNA
80,1999-03-28,279386406,279386406,1,6847262000,806205000,2735855000,761819000,4111407000,0,0,3987469000,998954000,1248065000,178893000,178893000,0.64,0.64,0.2,381262000,-44584000,-365629000,-28951000,37236000,40918000,66.03,70.25,61.81,0.2096,0.121,14.72,4.63,18.87,3.7,0.2657,0.243,0.6004,0.1617,0.75,1.22,1.0583,TGNA
81,1998-12-27,279358211,279358211,1,6979480000,906385000,2999656000,727967000,3979824000,0,0,4009312000,1306859000,1391182000,257735000,257735000,0.92,0.9,0.2,365180000,-112133000,-241162000,11885000,66187000,100743000,58.5,68.06,48.94,0.256,0.1443,14.25,4.22,17.16,3.5,0.2203,0.3284,0.5702,0.1952,0.74,0.95,1.2451,TGNA
82,1998-09-27,281604254,281604254,1,6975756000,897577000,3073687000,781032000,3902069000,0,0,3985099000,1288183000,1226062000,176519000,176519000,0.62,0.62,0.2,211209000,-137750000,-75091000,-1632000,54302000,53939000,64.69,73.56,55.81,0.2573,0.1408,13.86,4.65,21.14,3.3,0.2246,0.3301,0.5594,0.1926,0.73,0.56,1.1492,TGNA
83,1998-06-28,284595002,284595002,1,6823819000,868556000,2867004000,736875000,3956815000,0,0,3873394000,1174249000,1304137000,222809000,222809000,0.78,0.78,0.19,164109000,-46900000,-252625000,-135416000,55934000,56297000,69.91,74.69,65.13,0.2616,0.1403,13.9,5.26,23.54,3.1,0.1993,0.2968,0.5799,0.1909,0.73,0.38,1.1787,TGNA
84,1998-03-29,284429699,284429699,1,6936606000,954829000,3153473000,819460000,3783133000,0,0,3913954000,1376304000,1199910000,342850000,342850000,1.21,1.2,0.19,230037000,333720000,-425185000,138572000,191350000,33446000,63.59,69.94,57.25,0.2683,0.1387,13.3,5.2,28.26,2.91,0.2021,0.3638,0.5454,0.1897,0.73,0.69,1.1652,TGNA
85,1997-12-28,284289821,284289821,1,6890351000,884634000,3410615000,767501000,3479736000,0,0,3813675000,1740534000,1318817000,230422000,230422000,0.81,None,0.19,209611000,-299983000,97026000,6654000,52778000,79189000,56.47,61.81,51.13,0.2198,0.1103,12.24,4.88,22.96,2.72,0.2567,0.5002,0.505,0.1507,0.73,0.46,1.1526,TGNA
86,1997-09-28,141838379,283676758,2,6398938000,772677000,3115701000,694065000,3283237000,0,0,3613091000,1594970000,1146090000,152460000,152460000,0.54,None,0.19,200219000,-103388000,-107418000,-10587000,46124000,49934000,50.5,53.0,48.0,0.2484,0.1219,11.57,4.5,13.8,2.53,0.2332,0.4858,0.5131,0.1753,0.7,0.53,1.1133,TGNA
87,1997-06-29,141725724,283451448,2,6322413000,743668000,3143445000,649077000,3178968000,0,0,3576807000,1654394000,1187827000,194733000,194733000,1.38,None,0.36,158504000,-96058000,-50714000,11732000,56711000,51865000,45.58,50.66,40.5,0.3502,0.1643,11.22,4.26,13,2.43,0.1971,0.5204,0.5028,0.2363,0.7,0.38,1.1457,TGNA
88,1997-03-30,141548444,283096888,2,6244896000,688803000,3218599000,721361000,3026297000,0,0,3577917000,1660470000,1076757000,135064000,135064000,0.96,None,0.36,312723000,-39017000,-259929000,13777000,44979000,40263000,40.28,44.75,35.81,0.362,0.1565,10.69,3.89,12.04,2.25,0.2042,0.5487,0.4846,0.225,0.7,0.96,0.9549,TGNA
89,1996-12-29,141492862,282985724,2,6349597000,766605000,3418779000,718996000,2930818000,0,0,3588932000,1880293000,990546000,289070000,289070000,2.04,None,0.36,50836000,-4066000,-68144000,-21374000,31202000,64725000,37.0,39.25,34.75,0.3736,0.1481,10.36,3.91,12.87,2.07,0.2124,0.6416,0.4616,0.2133,0.69,-0.05,1.0662,TGNA
90,1996-09-29,140956749,281913498,2,6245297000,775685000,3577343000,916217000,2667954000,0,0,3500109000,1930863000,1117741000,414651000,414651000,2.94,None,0.36,226647000,618784000,-825855000,19251000,52576000,88680000,33.53,35.07,32.0,0.3477,0.1264,9.46,4.1,19.16,1.89,0.2453,0.7237,0.4272,0.1769,0.71,0.49,0.8466,TGNA
91,1996-06-30,140909088,281818176,2,6437480000,822841000,4135376000,664115000,2302104000,0,0,3548134000,2703891000,1208660000,150016000,150016000,1.07,None,0.35,139299000,-52966000,-103973000,-17551000,33325000,53462000,34.03,35.82,32.25,0.2267,0.085,8.17,4.36,19.84,1.71,0.4011,1.1745,0.3576,0.1118,0.76,0.3,1.239,TGNA
92,1996-03-31,140797505,281595010,2,6438695000,798840000,4242363000,705295000,2196332000,0,0,3573046000,2769474000,1104160000,89350000,89350000,0.64,None,0.35,190087000,-57348000,-128848000,3891000,50876000,53180000,32.51,35.38,29.63,0.2306,0.0944,7.8,4.27,19.07,1.54,0.4065,1.261,0.3411,0.1145,0.82,0.49,1.1326,TGNA
93,1995-12-31,140753924,281507848,2,6503800000,854084000,4358152000,812772000,2145648000,0,0,3579029000,2767880000,1146734000,155532000,155532000,1.1,None,0.35,207462000,-1912007000,1715904000,11448000,46985000,77160000,29.31,32.19,26.44,0.2384,0.1087,7.62,4.07,17.39,1.36,0.4057,1.29,0.3299,0.1191,0.91,0.46,1.0508,TGNA
94,1995-09-24,140205796,280411592,2,3725556000,675607000,1705687000,595139000,2019869000,0,0,1636163000,541536000,932261000,96101000,96101000,0.69,None,0.35,125287000,-43326000,-59283000,22759000,35537000,41895000,27.13,27.75,26.5,0.2452,0.1276,7.2,3.86,15.87,1.19,0.4075,0.2681,0.5422,0.1205,1.06,0.3,1.1352,TGNA
95,1995-06-25,140157509,280315018,2,3682933000,630810000,1713225000,586775000,1969708000,0,0,1639765000,553725000,1013921000,139423000,139423000,1,None,0.34,146624000,-33686000,-116348000,-3189000,12778000,37851000,26.94,27.88,26.0,0.2613,0.1303,7.03,4.03,16.23,1.01,0.3959,0.2811,0.5348,0.1229,1.06,0.39,1.075,TGNA
96,1995-03-26,140088867,280177734,2,3652734000,580589000,1779250000,576808000,1873484000,0,0,1657855000,624842000,913820000,86206000,86206000,0.62,None,0.34,124088000,-25351000,-126993000,-28285000,15967000,26630000,26.29,27.5,25.07,0.2554,None,6.69,4.04,16.23,0.84,0.4042,0.3335,0.5129,0.1225,1.04,0.35,1.0066,TGNA
97,1994-12-25,140076735,280153470,2,3707052000,650837000,1884814000,527054000,1822238000,0,0,1628071000,767270000,1048590000,149384000,149384000,1.06,None,0.34,202311000,30473000,-208082000,18973000,44252000,49224000,25.04,26.69,23.38,0.249,None,6.5,4.13,None,0.67,0.4127,0.4211,0.4916,0.1217,1.03,0.55,1.2349,TGNA
98,1994-09-25,139199000,278398000,2,3713005000,613690000,2021862000,504612000,1691143000,0,0,1655672000,916303000,932427000,105531000,105531000,0.74,None,0.34,153735000,-25491000,-147280000,-18190000,25279000,27969000,25.01,25.82,24.19,None,None,6.07,3.65,None,0.5,None,0.5418,0.4555,None,None,0.45,1.2162,TGNA
99,1994-06-26,147139039,294278078,2,3746954000,614787000,1728220000,511074000,2018734000,0,0,1673271000,627012000,966881000,131773000,131773000,0.9,None,0.33,215945000,-36059000,-164341000,14032000,43469000,39579000,26.38,27.44,25.32,None,None,6.86,3.99,None,0.33,None,0.3106,0.5388,None,None,0.6,1.2029,TGNA
100,1994-03-27,147170645,294341290,2,3751223000,639108000,1806487000,469822000,1944736000,0,0,1648765000,741748000,876625000,78711000,78711000,0.54,None,0.33,142306000,-33490000,-155144000,-46058000,29437000,28082000,27.94,29.19,26.69,None,None,6.61,4.31,None,0.17,None,0.3814,0.5184,None,None,0.39,1.3603,TGNA
101,1993-12-26,147163142,294326284,2,3823798000,757957000,1915878000,455139000,1907920000,0,0,1587572000,850686000,None,None,None,None,None,0.0,None,None,None,None,75495000,0,26.41,29.07,23.75,None,None,6.48,None,None,0.0,None,0.4459,0.499,None,None,None,1.6653,TGNA
